Filename,Method,Year,Metric
FMBORS_SO_585_CY_2030_2040\FMBORS_SO_585_CY_2030_2040_jsd.csv,jsd,sub_ts_2040,0.02547102540561336
FMBORS_SO_585_CY_2030_2040\FMBORS_SO_585_CY_2030_2040_symn.csv,symn,sub_ts_2033,0.1575664542029809
FMBORS_SO_585_CY_2030_2040\FMBORS_SO_585_CY_2030_2040_symd.csv,symd,sub_ts_2031,0.12753132100274409
FMBORS_SO_585_CY_2030_2040\FMBORS_SO_585_CY_2030_2040_symp.csv,symp,sub_ts_2031,0.25117721172403973
