Date,CHL (P2.5),CHL (P50),CHL (P97.5)
01 Nov 2019,1.2841098057133108e-06,1.2846331984075993e-06,1.2851565911018877e-06
01 Dec 2019,1.0103184035156248e-06,1.0245705440963413e-06,1.038822684677058e-06
01 Jan 2020,1.006651385891777e-06,1.050117872744722e-06,1.0935843595976668e-06
01 Feb 2020,1.1844834208110553e-06,1.2375783838572018e-06,1.2906733469033484e-06
01 Mar 2020,1.650457035712515e-06,1.7224968065544712e-06,1.7945365773964275e-06
01 Apr 2020,6.327705926991383e-07,7.703406488540275e-07,9.079107050089167e-07
01 May 2020,1.2599646459031653e-07,3.0406780340849696e-07,4.821391422266774e-07
01 Jun 2020,2.7513479379005656e-07,3.872055221884808e-07,4.992762505869051e-07
01 Jul 2020,1.3947887775307916e-07,2.651975530253685e-07,3.9091622829765784e-07
01 Aug 2020,1.1480928493979538e-07,1.9499180992997402e-07,2.751743349201527e-07
01 Sep 2020,5.124317815264867e-07,5.534917793514486e-07,5.945517771764105e-07
01 Oct 2020,8.738010121812077e-07,9.474292926659189e-07,1.02105757315063e-06
01 Nov 2020,1.2768484534931279e-06,1.2776094051337283e-06,1.2783703567743289e-06
01 Dec 2020,9.811734099621073e-07,1.0081775203815423e-06,1.0351816308009771e-06
01 Jan 2021,9.384088535182131e-07,1.0509296552862693e-06,1.1634504570543252e-06
01 Feb 2021,1.3936847154427513e-06,1.7971504725960482e-06,2.200616229749345e-06
01 Mar 2021,1.506997463025174e-06,1.7984712752791525e-06,2.0899450875331313e-06
01 Apr 2021,7.741157393056412e-07,8.265989504017488e-07,8.790821614978564e-07
01 May 2021,4.2808534314250976e-07,4.3878167885605434e-07,4.4947801456959887e-07
01 Jun 2021,4.6191692913903593e-07,4.646082250149174e-07,4.672995208907989e-07
01 Jul 2021,1.868573868625014e-07,2.746106887207707e-07,3.6236399057904e-07
01 Aug 2021,2.143916349570613e-07,2.632971463193501e-07,3.1220265768163887e-07
01 Sep 2021,2.590115565324884e-07,4.596059087884496e-07,6.602002610444108e-07
01 Oct 2021,8.854802208336244e-07,9.607149613888819e-07,1.0359497019441392e-06
01 Nov 2021,1.3895048192466812e-06,1.4493650179142233e-06,1.5092252165817654e-06
01 Dec 2021,1.047528506496357e-06,1.0479166795626137e-06,1.0483048526288703e-06
01 Jan 2022,9.047549289890805e-07,1.0623840092475148e-06,1.2200130895059492e-06
01 Feb 2022,1.7320288458013199e-06,1.8414517781531227e-06,1.950874710504926e-06
01 Mar 2022,2.0188354225566934e-06,2.0394522851454675e-06,2.0600691477342416e-06
01 Apr 2022,1.262319884596649e-06,1.3863576968248617e-06,1.5103955090530745e-06
01 May 2022,4.3911592763431907e-07,5.885727361476443e-07,7.380295446609694e-07
01 Jun 2022,3.4947784256162894e-07,5.103412321298149e-07,6.71204621698001e-07
01 Jul 2022,2.0377406049572594e-07,2.2208378237458925e-07,2.4039350425345254e-07
01 Aug 2022,5.315922367790607e-09,1.0631844735581253e-07,2.0732097234383445e-07
01 Sep 2022,3.4583859944786807e-07,3.5305831746635786e-07,3.602780354848476e-07
01 Oct 2022,9.28540084249034e-07,1.0681958686525955e-06,1.207851653056157e-06
01 Nov 2022,1.4438597749185757e-06,1.485454514314057e-06,1.5270492537095383e-06
01 Dec 2022,1.0225265542997069e-06,1.132004044302369e-06,1.2414815343050308e-06
01 Jan 2023,8.760748100349514e-07,9.854688527489305e-07,1.0948628954629095e-06
01 Feb 2023,1.173273441026525e-06,1.4196211108488058e-06,1.6659687806710867e-06
01 Mar 2023,2.2450704972225655e-06,2.3083358171563583e-06,2.3716011370901506e-06
01 Apr 2023,7.956759756110011e-07,1.1227571248703454e-06,1.4498382741296899e-06
01 May 2023,1.6549604866869515e-08,3.309920973373915e-07,6.454345898079135e-07
01 Jun 2023,3.6300911423107616e-09,7.260182284621549e-08,1.415735545501202e-07
01 Jul 2023,2.101839435376943e-08,1.2702478805705538e-07,2.3303118176034133e-07
01 Aug 2023,2.2333103512948934e-07,2.289332252609332e-07,2.3453541539237708e-07
01 Sep 2023,4.4615387651587577e-07,5.029885730723303e-07,5.598232696287847e-07
01 Oct 2023,8.916876105867729e-07,9.273498206566373e-07,9.630120307265018e-07
01 Nov 2023,1.2963018628436621e-06,1.3602461134492479e-06,1.4241903640548336e-06
01 Dec 2023,1.0793050990152756e-06,1.169783796076718e-06,1.2602624931381604e-06
01 Jan 2024,1.040977696403014e-06,1.141523131225186e-06,1.242068566047358e-06
01 Feb 2024,1.0821441986104204e-06,1.1686736516939584e-06,1.2552031047774963e-06
01 Mar 2024,1.8791782875030965e-06,2.1817443245829353e-06,2.484310361662774e-06
01 Apr 2024,7.829045480944478e-07,1.0653314995282496e-06,1.3477584509620514e-06
01 May 2024,2.7036590331860463e-07,3.1268192887323556e-07,3.5499795442786644e-07
01 Jun 2024,1.5770576432048906e-07,4.202116780446492e-07,6.827175917688094e-07
01 Jul 2024,3.3631617907838956e-07,3.480895277728686e-07,3.598628764673477e-07
01 Aug 2024,3.2495328728445735e-07,4.716796102701517e-07,6.18405933255846e-07
01 Sep 2024,3.521857277048071e-07,5.446505503219843e-07,7.371153729391614e-07
01 Oct 2024,1.1183022267678516e-06,1.1300976498237834e-06,1.141893072879715e-06
01 Nov 2024,1.2189472844304826e-06,1.385008283733051e-06,1.5510692830356196e-06
01 Dec 2024,9.893184028638631e-07,1.1539279518889907e-06,1.318537500914118e-06
01 Jan 2025,9.315282097004213e-07,1.00884224559063e-06,1.0861562814808384e-06
01 Feb 2025,1.3662552923710332e-06,1.5461592101947479e-06,1.7260631280184627e-06
01 Mar 2025,1.6109304421304623e-06,1.9125580811544925e-06,2.2141857201785226e-06
01 Apr 2025,7.395953402833972e-07,8.506355886480777e-07,9.616758370127582e-07
01 May 2025,5.807292444322584e-07,6.369373089161119e-07,6.931453733999655e-07
01 Jun 2025,1.8378923428761603e-07,4.145014241655277e-07,6.452136140434394e-07
01 Jul 2025,1.2285741887658556e-07,1.2351483450755616e-07,1.2417225013852675e-07
01 Aug 2025,2.3600862693698156e-08,1.0872793487773103e-07,1.938550070617639e-07
01 Sep 2025,4.1055431329786703e-07,5.31595048426426e-07,6.526357835549851e-07
01 Oct 2025,7.488246559678894e-07,9.671666785255868e-07,1.1855087010832843e-06
01 Nov 2025,1.3331899007729195e-06,1.4040608640287629e-06,1.4749318272846062e-06
01 Dec 2025,9.145936765341692e-07,9.953179704691813e-07,1.0760422644041933e-06
01 Jan 2026,9.040135194664356e-07,1.070712287053978e-06,1.2374110546415202e-06
01 Feb 2026,1.172903740875299e-06,1.2499097400313716e-06,1.3269157391874443e-06
01 Mar 2026,1.4956286224121813e-06,1.790911557270837e-06,2.086194492129493e-06
01 Apr 2026,5.035378807832825e-07,5.704103496917117e-07,6.372828186001408e-07
01 May 2026,4.3718560495801585e-08,5.348483759634526e-08,6.325111469688894e-08
01 Jun 2026,1.2603068600209588e-07,3.2390303869359446e-07,5.217753913850931e-07
01 Jul 2026,1.415833505842998e-07,2.584132829201349e-07,3.7524321525597005e-07
01 Aug 2026,1.5619498880925172e-07,1.854690458115437e-07,2.147431028138357e-07
01 Sep 2026,2.379555188368669e-07,2.5104143713077953e-07,2.6412735542469217e-07
01 Oct 2026,1.1108333567580724e-06,1.127767878097891e-06,1.1447023994377095e-06
01 Nov 2026,1.2523520500687136e-06,1.406142469327302e-06,1.5599328885858903e-06
01 Dec 2026,1.041318554688072e-06,1.1506387714238584e-06,1.259958988159645e-06
01 Jan 2027,1.0322184373439027e-06,1.0340393814387052e-06,1.0358603255335076e-06
01 Feb 2027,1.5604394000651793e-06,1.7235469247230875e-06,1.8866544493809958e-06
01 Mar 2027,1.1666781452128136e-06,1.5712222833011614e-06,1.9757664213895092e-06
01 Apr 2027,7.350842783116146e-07,9.195272459449874e-07,1.1039702135783602e-06
01 May 2027,7.670753426365141e-08,2.3326148356723088e-07,3.8981543287081036e-07
01 Jun 2027,1.625415890430535e-07,2.93194244190233e-07,4.238468993374125e-07
01 Jul 2027,1.535967224785933e-07,3.363693935648868e-07,5.191420646511802e-07
01 Aug 2027,5.040114891603767e-08,1.3350569132871522e-07,2.1661023374139278e-07
01 Sep 2027,3.2538017078301584e-07,3.768307169043544e-07,4.2828126302569294e-07
01 Oct 2027,1.0575193719771843e-06,1.0740496311029036e-06,1.090579890228623e-06
01 Nov 2027,1.2934474350751166e-06,1.3657411561794385e-06,1.4380348772837603e-06
01 Dec 2027,1.0318557856199833e-06,1.1899838618165409e-06,1.3481119380130983e-06
01 Jan 2028,9.236984605414952e-07,9.400520608817131e-07,9.564056612219308e-07
01 Feb 2028,1.2210916839987662e-06,1.4802375037620934e-06,1.7393833235254205e-06
01 Mar 2028,1.2640699146345063e-06,1.3616404559720714e-06,1.4592109973096366e-06
01 Apr 2028,3.96879811088781e-07,5.989086591460755e-07,8.009375072033699e-07
01 May 2028,7.864880192490952e-08,2.06846927633112e-07,3.350450533413145e-07
01 Jun 2028,1.002856690048914e-07,3.265317396602045e-07,5.527778103155176e-07
01 Jul 2028,7.419002535308272e-08,2.1269009943910016e-07,3.5119017352511755e-07
01 Aug 2028,8.843520896627065e-08,1.1952304092981662e-07,1.5061087289336256e-07
01 Sep 2028,2.1595578838678743e-07,2.809174864017505e-07,3.4587918441671366e-07
01 Oct 2028,9.704753490698943e-07,1.0454929993471252e-06,1.1205106496243563e-06
01 Nov 2028,1.276278178897584e-06,1.2802730332987777e-06,1.2842678876999713e-06
01 Dec 2028,1.0440864786921377e-06,1.0660941952736031e-06,1.0881019118550688e-06
01 Jan 2029,9.342812684449354e-07,9.64469266353248e-07,9.946572642615606e-07
01 Feb 2029,1.4647659912544228e-06,1.6153236032966997e-06,1.7658812153389765e-06
01 Mar 2029,2.0628100055248396e-06,2.145214877259214e-06,2.2276197489935884e-06
01 Apr 2029,3.4989691061224975e-07,6.43736728148578e-07,9.375765456849062e-07
01 May 2029,6.494770069862784e-08,3.1228880006840817e-07,5.596298994381885e-07
01 Jun 2029,1.3025783659982018e-07,3.486060918514642e-07,5.669543471031082e-07
01 Jul 2029,1.5237047419027931e-07,2.704608768866201e-07,3.8855127958296085e-07
01 Aug 2029,9.032064198108522e-08,3.236145814464311e-07,5.56908520911777e-07
01 Sep 2029,2.534085087138879e-07,4.5052526624713174e-07,6.476420237803756e-07
01 Oct 2029,1.0141880426050797e-06,1.0324015869317632e-06,1.0506151312584468e-06
01 Nov 2029,1.4058563788041662e-06,1.4441049447696084e-06,1.4823535107350506e-06
01 Dec 2029,1.0028214574003444e-06,1.0089388137683295e-06,1.0150561701363144e-06
01 Jan 2030,8.737167144711541e-07,1.0225484590955435e-06,1.1713802037199329e-06
01 Feb 2030,1.1729996136751528e-06,1.403139734539347e-06,1.633279855403541e-06
01 Mar 2030,1.5301821187328247e-06,1.7107752095057273e-06,1.89136830027863e-06
01 Apr 2030,8.032458127047362e-07,1.012274499972059e-06,1.2213031872393818e-06
01 May 2030,1.5655744316688567e-07,3.526336586542259e-07,5.487098741415661e-07
01 Jun 2030,3.3784773955038176e-07,4.2645281005056447e-07,5.150578805507472e-07
01 Jul 2030,1.252028683498673e-07,2.9199715647791396e-07,4.5879144460596064e-07
01 Aug 2030,1.600032028170491e-07,2.916643258847983e-07,4.233254489525475e-07
01 Sep 2030,2.5483615596798057e-07,4.369044425902125e-07,6.189727292124445e-07
01 Oct 2030,9.048975593023703e-07,1.036354508627568e-06,1.167811457952766e-06
01 Nov 2030,1.2765874695375603e-06,1.3915230787474759e-06,1.5064586879573912e-06
01 Dec 2030,1.108590405717866e-06,1.1358881712629482e-06,1.1631859368080304e-06
01 Jan 2031,9.542873701327176e-07,1.0575159329776353e-06,1.1607444958225532e-06
01 Feb 2031,1.1368975203861352e-06,1.5846973280174903e-06,2.032497135648845e-06
01 Mar 2031,1.4969371734629531e-06,1.876268259415517e-06,2.255599345368081e-06
01 Apr 2031,7.039540388015653e-07,8.304696749223667e-07,9.56985311043168e-07
01 May 2031,1.8367605802511128e-08,3.673521160502239e-07,7.163366262979366e-07
01 Jun 2031,1.6086945674257184e-07,4.20254209938297e-07,6.796389631340221e-07
01 Jul 2031,5.8161560565411394e-08,1.3537574270457233e-07,2.1258992484373327e-07
01 Aug 2031,1.1800706688946187e-07,1.7757708449278197e-07,2.371471020961021e-07
01 Sep 2031,2.398255394488364e-07,3.397347139389449e-07,4.396438884290534e-07
01 Oct 2031,9.373346202754327e-07,9.513136133451485e-07,9.652926064148642e-07
01 Nov 2031,1.2988447801090472e-06,1.3122067760739237e-06,1.3255687720388001e-06
01 Dec 2031,9.859409717470066e-07,1.0096791847146715e-06,1.0334173976823363e-06
01 Jan 2032,8.256770815498137e-07,8.304252072417459e-07,8.351733329336781e-07
01 Feb 2032,1.127463678921349e-06,1.4236580449986958e-06,1.7198524110760427e-06
01 Mar 2032,1.2593211427989227e-06,1.7859176287726195e-06,2.3125141147463165e-06
01 Apr 2032,7.764711231139644e-07,8.101147065924271e-07,8.437582900708897e-07
01 May 2032,7.499911371238628e-08,1.7806454156073174e-07,2.811299694090772e-07
01 Jun 2032,1.3666343040266555e-07,2.00122226219026e-07,2.635810220353865e-07
01 Jul 2032,1.09993853280202e-07,1.1157133881151667e-07,1.1314882434283133e-07
01 Aug 2032,1.5863375607101374e-07,1.960734403459384e-07,2.335131246208631e-07
01 Sep 2032,3.983915640198641e-07,4.621450561768903e-07,5.258985483339164e-07
01 Oct 2032,1.1001589252709674e-06,1.1279777636094222e-06,1.155796601947877e-06
01 Nov 2032,1.1728243007984815e-06,1.274458106825558e-06,1.3760919128526345e-06
01 Dec 2032,1.0768716525589542e-06,1.160325865629835e-06,1.2437800787007158e-06
01 Jan 2033,7.87871541601426e-07,9.224418197084599e-07,1.0570120978154938e-06
01 Feb 2033,1.1533432511438896e-06,1.1656538385419064e-06,1.1779644259399232e-06
01 Mar 2033,1.2399382060363672e-06,1.3722753400375124e-06,1.5046124740386578e-06
01 Apr 2033,4.4134410132359883e-07,5.924303342014598e-07,7.435165670793207e-07
01 May 2033,1.2356032392940633e-07,2.485563907689789e-07,3.735524576085514e-07
01 Jun 2033,1.4980710956436493e-07,2.995582322133256e-07,4.493093548622862e-07
01 Jul 2033,1.2733299380365233e-07,1.7998297370627853e-07,2.3263295360890473e-07
01 Aug 2033,1.8884597388611087e-07,2.1862374004745417e-07,2.4840150620879747e-07
01 Sep 2033,2.5581045406865654e-07,3.2502347904070094e-07,3.9423650401274534e-07
01 Oct 2033,9.656652257828635e-07,1.0556764341730355e-06,1.1456876425632076e-06
01 Nov 2033,1.2419826387446335e-06,1.2614456910430764e-06,1.2809087433415196e-06
01 Dec 2033,1.0117790432943534e-06,1.096552527600754e-06,1.1813260119071545e-06
01 Jan 2034,9.079027993510352e-07,9.358896513930098e-07,9.638765034349842e-07
01 Feb 2034,9.425750552513296e-07,1.3057543631740297e-06,1.66893367109673e-06
01 Mar 2034,1.2668225150684112e-06,1.647721162008343e-06,2.028619808948275e-06
01 Apr 2034,7.444153469106586e-07,1.0210763166680633e-06,1.2977372864254683e-06
01 May 2034,3.696796066369638e-07,4.2192428727180974e-07,4.7416896790665573e-07
01 Jun 2034,5.575372461535246e-07,5.970408949679911e-07,6.365445437824577e-07
01 Jul 2034,1.6295401287194629e-07,2.5950365779615516e-07,3.5605330272036407e-07
01 Aug 2034,1.466891711487842e-07,2.813046436968325e-07,4.159201162448808e-07
01 Sep 2034,2.4690286631203427e-07,3.459770070433224e-07,4.450511477746105e-07
01 Oct 2034,9.638564656144434e-07,9.658526994145178e-07,9.678489332145922e-07
01 Nov 2034,1.4627329819389583e-06,1.4737938649992244e-06,1.4848547480594906e-06
01 Dec 2034,1.0664046258377436e-06,1.1257017719512606e-06,1.1849989180647777e-06
01 Jan 2035,9.127297641007026e-07,1.0082514872970337e-06,1.1037732104933649e-06
01 Feb 2035,1.5793571441764525e-06,1.620753948206015e-06,1.6621507522355775e-06
01 Mar 2035,1.904298378489561e-06,1.9278753816701853e-06,1.9514523848508102e-06
01 Apr 2035,4.351152275588718e-07,8.114268674889775e-07,1.1877385074190832e-06
01 May 2035,2.035469987168959e-07,4.3262334782165307e-07,6.616996969264102e-07
01 Jun 2035,2.835247057059665e-07,4.572192116575982e-07,6.309137176092299e-07
01 Jul 2035,1.7941029324160375e-07,3.506269794385654e-07,5.218436656355269e-07
01 Aug 2035,2.164325282343705e-07,3.849656057399338e-07,5.534986832454971e-07
01 Sep 2035,4.4448539829353123e-07,5.484995154175123e-07,6.525136325414935e-07
01 Oct 2035,9.167411876925561e-07,9.49854697738948e-07,9.8296820778534e-07
01 Nov 2035,1.2880533601606652e-06,1.3304250996804852e-06,1.372796839200305e-06
01 Dec 2035,1.1176290592146733e-06,1.1951809464845665e-06,1.2727328337544598e-06
01 Jan 2036,1.0673223749825252e-06,1.1224035108914533e-06,1.1774846468003813e-06
01 Feb 2036,1.188722540823502e-06,1.3754755747812489e-06,1.562228608738996e-06
01 Mar 2036,1.6444782946049485e-06,1.7084270536725105e-06,1.7723758127400727e-06
01 Apr 2036,3.447047260726004e-07,6.552830866591749e-07,9.658614472457494e-07
01 May 2036,1.0330920675271442e-07,4.0490319619698294e-07,7.064971856412515e-07
01 Jun 2036,2.0578706292575172e-07,2.57784054791297e-07,3.0978104665684233e-07
01 Jul 2036,1.6768527667687142e-07,1.7978591064702166e-07,1.9188654461717189e-07
01 Aug 2036,4.470399038887905e-09,8.940798077775842e-08,1.7434556251662894e-07
01 Sep 2036,2.089879225452567e-07,3.96520829097816e-07,5.840537356503753e-07
01 Oct 2036,1.1146949487893074e-06,1.1443001714003735e-06,1.1739053940114394e-06
01 Nov 2036,1.1000593107846037e-06,1.2436914965083455e-06,1.3873236822320872e-06
01 Dec 2036,1.0354389479282621e-06,1.0838556309321302e-06,1.132272313935998e-06
01 Jan 2037,1.0150074841920445e-06,1.0977390564083039e-06,1.1804706286245633e-06
01 Feb 2037,1.3306534444756593e-06,1.5516215825959277e-06,1.7725897207161964e-06
01 Mar 2037,1.5164253739008715e-06,1.5950983136122425e-06,1.6737712533236134e-06
01 Apr 2037,7.527318918486989e-07,7.549616528351058e-07,7.571914138215126e-07
01 May 2037,1.511884290606025e-07,2.778791454669486e-07,4.045698618732946e-07
01 Jun 2037,1.7207296226477017e-07,2.356966643734901e-07,2.9932036648221005e-07
01 Jul 2037,1.3778557811908007e-07,1.5394423484533655e-07,1.7010289157159303e-07
01 Aug 2037,1.6800856122125014e-07,3.239371569320887e-07,4.798657526429272e-07
01 Sep 2037,4.4766342316379913e-07,5.873247106771283e-07,7.269859981904575e-07
01 Oct 2037,1.053800133442892e-06,1.1012481835025511e-06,1.1486962335622102e-06
01 Nov 2037,1.2453473359905115e-06,1.3194572558146467e-06,1.393567175638782e-06
01 Dec 2037,1.135667533640875e-06,1.2308811968868447e-06,1.3260948601328142e-06
01 Jan 2038,9.406715548844544e-07,1.0383132383813097e-06,1.1359549218781649e-06
01 Feb 2038,1.1112959549947258e-06,1.4247146024553642e-06,1.7381332499160025e-06
01 Mar 2038,1.4168644742198294e-06,1.5861561916875178e-06,1.7554479091552059e-06
01 Apr 2038,8.151055394046472e-07,1.1883773052326072e-06,1.561649071060567e-06
01 May 2038,4.3180091192905545e-07,5.46718750588854e-07,6.616365892486525e-07
01 Jun 2038,2.263671946489392e-07,3.403801224666124e-07,4.5439305028428557e-07
01 Jul 2038,5.578384941993378e-09,1.1156769883986796e-07,2.1755701273774255e-07
01 Aug 2038,5.145156190298734e-09,1.0290312380597504e-07,2.0066109142165135e-07
01 Sep 2038,3.7351957307805886e-07,5.244544517723544e-07,6.753893304666499e-07
01 Oct 2038,1.1174313621637253e-06,1.1285812284517334e-06,1.1397310947397416e-06
01 Nov 2038,1.2707393680898393e-06,1.3234156341804551e-06,1.376091900271071e-06
01 Dec 2038,9.312039896673897e-07,9.696811276092628e-07,1.0081582655511358e-06
01 Jan 2039,9.080716115951067e-07,1.0301033163912666e-06,1.1521350211874264e-06
01 Feb 2039,1.0811850892947513e-06,1.5055677545815196e-06,1.9299504198682875e-06
01 Mar 2039,1.2331384685794185e-06,1.3533155585975779e-06,1.4734926486157372e-06
01 Apr 2039,4.709036392300947e-07,5.854012612926789e-07,6.99898883355263e-07
01 May 2039,7.082742509534071e-08,1.8332555310411213e-07,2.958236811128835e-07
01 Jun 2039,1.341914781398459e-07,2.438530881086107e-07,3.5351469807737544e-07
01 Jul 2039,1.0174788853946796e-07,1.1093825432933883e-07,1.201286201192097e-07
01 Aug 2039,7.809841849726457e-08,1.8913453374089316e-07,3.0017064898452174e-07
01 Sep 2039,3.0660333292945367e-07,3.579169594123976e-07,4.092305858953415e-07
01 Oct 2039,8.355880253541236e-07,9.825996043745264e-07,1.129611183394929e-06
01 Nov 2039,1.4020253327797257e-06,1.4382321652514904e-06,1.474438997723255e-06
01 Dec 2039,1.0387093275961765e-06,1.1121719110797085e-06,1.1856344945632406e-06
01 Jan 2040,9.066366543320325e-07,1.028858558753345e-06,1.1510804631746576e-06
01 Feb 2040,1.7228224709705569e-06,1.8732353404347583e-06,2.0236482098989597e-06
01 Mar 2040,1.8975928681730493e-06,2.2293305134258077e-06,2.5610681586785655e-06
01 Apr 2040,6.5003529263193e-07,8.781889385670069e-07,1.1063425845020839e-06
01 May 2040,5.861258673088467e-09,1.1722517346176976e-07,2.2858908825045106e-07
01 Jun 2040,1.1387290500125069e-07,1.9786851231122168e-07,2.8186411962119265e-07
01 Jul 2040,1.339966372645861e-07,1.4541463048984566e-07,1.5683262371510518e-07
01 Aug 2040,3.4644176943129407e-07,4.257037610110296e-07,5.049657525907651e-07
01 Sep 2040,2.2311700471410154e-07,4.675953412727422e-07,7.120736778313828e-07
01 Oct 2040,1.0438741388727799e-06,1.0807727074048124e-06,1.117671275936845e-06
01 Nov 2040,1.2378598964994892e-06,1.301453553282583e-06,1.365047210065677e-06
01 Dec 2040,1.0163055720138179e-06,1.083778381600003e-06,1.1512511911861878e-06
01 Jan 2041,9.056644311085678e-07,1.0005850618652557e-06,1.0955056926219437e-06
01 Feb 2041,1.1998395448575463e-06,1.3430905191433497e-06,1.486341493429153e-06
01 Mar 2041,1.5413901732510678e-06,1.7145692576177981e-06,1.8877483419845285e-06
01 Apr 2041,3.2471964389484493e-07,6.436458429714202e-07,9.625720420479956e-07
01 May 2041,1.7683835666332512e-08,3.536767133266515e-07,6.896695909869705e-07
01 Jun 2041,1.4237168045951832e-07,3.967482132109874e-07,6.511247459624565e-07
01 Jul 2041,1.0834871354477427e-07,2.497116694354487e-07,3.9107462532612305e-07
01 Aug 2041,1.2638849918842787e-07,1.3809827573886423e-07,1.4980805228930057e-07
01 Sep 2041,3.6039248636625496e-07,5.413140801950387e-07,7.222356740238226e-07
01 Oct 2041,9.900414913108178e-07,1.0864736968813102e-06,1.1829059024518027e-06
01 Nov 2041,1.3547934348205196e-06,1.4440090970317412e-06,1.5332247592429626e-06
01 Dec 2041,1.0458051125734472e-06,1.050154520125869e-06,1.0545039276782906e-06
01 Jan 2042,9.149718217861992e-07,1.0533896792182402e-06,1.1918075366502814e-06
01 Feb 2042,1.1371904105031493e-06,1.256987137899284e-06,1.3767838652954187e-06
01 Mar 2042,1.4475873541541513e-06,1.6156403511598573e-06,1.7836933481655636e-06
01 Apr 2042,2.772933046947441e-07,5.323208925805889e-07,7.873484804664339e-07
01 May 2042,8.977098267237552e-10,1.795419653447517e-08,3.5010683242226584e-08
01 Jun 2042,1.2496091005776274e-07,2.7597947816535653e-07,4.269980462729503e-07
01 Jul 2042,8.769115501365905e-08,1.2002931746198435e-07,1.5236747991030966e-07
01 Aug 2042,5.154771212477073e-09,1.0309542424954182e-07,2.0103607728660658e-07
01 Sep 2042,2.2888547914755445e-07,2.9310404423061086e-07,3.573226093136672e-07
01 Oct 2042,1.0346440860268493e-06,1.0837903349960237e-06,1.132936583965198e-06
01 Nov 2042,1.2888911241019354e-06,1.3543297930687883e-06,1.4197684620356411e-06
01 Dec 2042,9.955235378245866e-07,1.1340120366131516e-06,1.2725005354017166e-06
01 Jan 2043,9.151920696943163e-07,1.0736645586088938e-06,1.2321370475234715e-06
01 Feb 2043,1.124800289917818e-06,1.4200659721696692e-06,1.7153316544215202e-06
01 Mar 2043,1.6743783564693361e-06,1.8152174235599665e-06,1.9560564906505973e-06
01 Apr 2043,4.042262397756186e-07,6.705295408006395e-07,9.368328418256604e-07
01 May 2043,3.859883032556409e-07,5.140326044016974e-07,6.420769055477539e-07
01 Jun 2043,1.5124537836131863e-07,3.489590271181895e-07,5.466726758750604e-07
01 Jul 2043,1.660557569430028e-07,2.1579487366008766e-07,2.6553399037717254e-07
01 Aug 2043,1.9618914841197588e-07,3.1711762257915875e-07,4.3804609674634165e-07
01 Sep 2043,3.482145851192403e-07,5.275130919041013e-07,7.068115986889624e-07
01 Oct 2043,1.1143767898483042e-06,1.1585606769426302e-06,1.2027445640369563e-06
01 Nov 2043,1.378467581873912e-06,1.4201789848876215e-06,1.461890387901331e-06
01 Dec 2043,1.0542171969382363e-06,1.180692984715659e-06,1.3071687724930813e-06
01 Jan 2044,8.985610677005631e-07,9.088394583054783e-07,9.191178489103933e-07
01 Feb 2044,1.1844244871422376e-06,1.2944403818212557e-06,1.404456276500274e-06
01 Mar 2044,1.4058137164241002e-06,1.7267768212882292e-06,2.047739926152358e-06
01 Apr 2044,6.773682712449614e-07,7.131897929254624e-07,7.490113146059635e-07
01 May 2044,2.7358265290293194e-08,2.3035804992223576e-07,4.3335783455417834e-07
01 Jun 2044,1.921071275794407e-07,3.988690538865679e-07,6.056309801936952e-07
01 Jul 2044,3.0789947609990325e-07,4.109482019304682e-07,5.139969277610331e-07
01 Aug 2044,2.4240207633060396e-07,3.424313091204182e-07,4.424605419102324e-07
01 Sep 2044,5.294923081031363e-07,5.67972050354329e-07,6.064517926055216e-07
01 Oct 2044,1.0359927051478359e-06,1.0391585277166063e-06,1.0423243502853768e-06
01 Nov 2044,1.3212941549442792e-06,1.3491314766100223e-06,1.3769687982757653e-06
01 Dec 2044,1.0794241483533552e-06,1.1663693819551929e-06,1.2533146155570306e-06
01 Jan 2045,8.433016021348114e-07,9.283195561236235e-07,1.0133375101124356e-06
01 Feb 2045,1.2280517382126667e-06,1.4409122485954375e-06,1.653772758978208e-06
01 Mar 2045,1.7417242909391217e-06,1.867175969578942e-06,1.992627648218762e-06
01 Apr 2045,6.554652809528373e-07,8.126940777873237e-07,9.6992287462181e-07
01 May 2045,1.3744948884742748e-07,2.792052608969001e-07,4.209610329463727e-07
01 Jun 2045,2.774233841597781e-07,2.857403738523485e-07,2.9405736354491894e-07
01 Jul 2045,1.3625271948382007e-07,1.5000334808679024e-07,1.6375397668976039e-07
01 Aug 2045,2.5630295388408466e-07,3.641714380608087e-07,4.7203992223753273e-07
01 Sep 2045,3.816431592648362e-07,4.0149331525455583e-07,4.213434712442755e-07
01 Oct 2045,9.398065242284618e-07,9.828199149271258e-07,1.0258333056257898e-06
01 Nov 2045,1.2481458764658693e-06,1.3559346766181134e-06,1.4637234767703575e-06
01 Dec 2045,1.0194233813026999e-06,1.0944206288277362e-06,1.1694178763527723e-06
01 Jan 2046,8.77609766638214e-07,9.574117498720038e-07,1.0372137331057937e-06
01 Feb 2046,1.1066813818012267e-06,1.3331212723871555e-06,1.5595611629730846e-06
01 Mar 2046,1.2494911067126332e-06,1.6463490751770047e-06,2.0432070436413763e-06
01 Apr 2046,7.882983782982911e-07,7.968049441550226e-07,8.05311510011754e-07
01 May 2046,1.5495749239483188e-08,1.8590251072669618e-07,3.5630927221390917e-07
01 Jun 2046,1.6655291030659166e-07,1.844851254771262e-07,2.0241734064766074e-07
01 Jul 2046,1.4518620294416325e-07,2.4197475418138107e-07,3.3876330541859883e-07
