Filename,Method,Year,Metric
FMBORS_THETAO_585_CY_2030_2040\FMBORS_THETAO_585_CY_2030_2040_jsd.csv,jsd,sub_ts_2036,0.006834662467115688
FMBORS_THETAO_585_CY_2030_2040\FMBORS_THETAO_585_CY_2030_2040_symn.csv,symn,sub_ts_2035,0.21654966460690142
FMBORS_THETAO_585_CY_2030_2040\FMBORS_THETAO_585_CY_2030_2040_symd.csv,symd,sub_ts_2035,0.20864781577095642
FMBORS_THETAO_585_CY_2030_2040\FMBORS_THETAO_585_CY_2030_2040_symp.csv,symp,sub_ts_2032,0.28556727391478554
